Genes	Similarity(max 1)
LRRC40	0.996273292
ABCB8	0.996273292
NLGN4X	0.996273292
RNF182	0.996274449
MED20	0.996274834
SERPINI1	0.996275605
CSN3	0.996277916
MORC2	0.996277916
EIF2S3	0.996279762
TMEM126A	0.996282528
MGAT5	0.996284063
FBXL13	0.996284063
GAD2	0.99629019
CCL28	0.996291718
UHRF1BP1L	0.996293406
ZCCHC6	0.996293682
ZNF385A	0.996294009
FAM173B	0.996296296
SLC35G6	0.996296296
MYL4	0.996296296
SLC38A3	0.996299342
INTS10	0.996299342
SPARCL1	0.996300863
STK24	0.996300863
KALRN	0.996303712
HRH3	0.996303901
GTSF1	0.996305419
BRD8	0.996305419
LRTOMT	0.996305419
PXN	0.996306818
PIP5K1B	0.996306935
AUP1	0.996307692
MAGEB6	0.996307692
GCK	0.99630845
TPR	0.996309459
SFT2D2	0.996309963
PRDM11	0.996309963
BTAF1	0.99631101
LARGE	0.996311778
SOX13	0.996312684
RBM27	0.996312798
DLG1	0.996313164
DDX1	0.996314496
FIP1L1	0.996314496
TLK2	0.996314973
DYNC1LI2	0.996315062
IKBKE	0.996315628
CHRM2	0.996316005
DMXL1	0.996316593
YTHDC1	0.996316759
TMEM55B	0.996316759
MGA	0.996317067
ESYT2	0.996320953
TRPC3	0.996321275
SS18L2	0.996323529
PLEKHA3	0.996323529
EIF2B4	0.996323529
DZIP1	0.996323529
PRR14	0.996323529
PRSS1	0.996323529
C4orf45	0.996323529
CNTN5	0.996324173
INTU	0.996325781
MAPK9	0.99632713
KDM3A	0.996328029
GKN1	0.996328029
SOX30	0.996329153
IGSF21	0.996330275
POLR2M	0.996330724
MTDH	0.996332111
PTDSS1	0.996332518
CARS	0.996332518
TMEM8C	0.996332518
COA1	0.996332518
LINS	0.996334012
ZNFX1	0.99633451
NAGA	0.996334759
ERBB3	0.996335718
PEX6	0.996336996
SPTY2D1	0.996337635
SMAP1	0.996338114
PPP1R12A	0.996340524
BHLHB9	0.996340571
CDR2	0.996341463
PTRH1	0.99634592
FOXN4	0.99634592
ACBD3	0.996347289
TRIM8	0.996347699
C9orf43	0.996348144
KTN1	0.996348699
DBT	0.996348884
3-Sep	0.996348884
DCAF6	0.996350365
CLRN2	0.996350365
TMEM147	0.996350365
LIN52	0.996352584
CWH43	0.996353323
MOCOS	0.996354357
ADAM11	0.996355685
ASNSD1	0.996356275
HEATR3	0.996356275
CCDC28B	0.996359223
MKLN1	0.996359223
PTH	0.996359223
RPS6	0.996359223
ANKRD31	0.996359424
DDX50	0.996360696
ATR	0.99636099
FTSJD2	0.99636099
C15orf57	0.996361431
SLIT2	0.996363636
PLCH1	0.996365839
RBM42	0.996365839
EXOC1	0.996368039
SRSF5	0.996368039
SPATA20	0.996368039
PIGW	0.996368039
SCHIP1	0.996368039
USP9X	0.996368989
CCDC79	0.996370968
PTPDC1	0.996371882
PKDREJ	0.996371943
BCL2L10	0.99637243
CAMTA2	0.996373527
MAPRE1	0.996373892
ERBB4	0.996374075
POLR3B	0.996374184
CCDC147	0.996376812
SEMA6B	0.996378686
MALT1	0.99638409
SLMAP	0.996384181
ABCF1	0.996384453
IDH2	0.996385542
EFNB1	0.996386631
SYT14	0.996387718
PAX1	0.996388443
KNCN	0.996389892
LHFPL1	0.996389892
ZPLD1	0.996389892
PTPN13	0.996390312
JAKMIP2	0.996390512
SHANK1	0.996390977
IFNGR2	0.996392063
PCNX	0.996394984
AHCYL2	0.996395675
PRKCH	0.996396396
ABCC5	0.996396706
ZNF174	0.996397324
CDKN3	0.996398559
ERCC2	0.996398559
MAP3K19	0.996399424
TUSC3	0.9964
ZNF766	0.99640072
MRPL13	0.996402878
WSB2	0.996402878
VTN	0.996402878
FCN2	0.996402878
MNDA	0.996405033
STAG3	0.996405464
HOXC6	0.996407186
KCNC2	0.996407186
KCNA4	0.996407186
CDC37	0.996407186
GPKOW	0.996407186
KLHL22	0.996410052
USP32	0.996410109
PLRG1	0.99641041
IGSF22	0.996410625
COPZ2	0.996411483
PDE6G	0.996411483
PPP3CA	0.996411752
PYCR2	0.996413628
FBXO7	0.996415771
ZSWIM7	0.996415771
CHD9	0.996418276
FGD2	0.996418623
AXIN1	0.996418979
MKKS	0.996421471
BTBD17	0.996422182
PHF19	0.996422893
RHOBTB1	0.996423782
ZNF878	0.996424315
PSEN1	0.996424923
ANK1	0.996427964
TMEM247	0.996428571
NR4A1	0.996429988
TMEM245	0.996430271
PCDH1	0.996430533
SH3BP2	0.996431404
ZNF343	0.996431757
ADPRHL2	0.996432818
MFSD5	0.996432818
GSX1	0.996432818
SLC38A9	0.996435644
CNTN1	0.996435996
TPRA1	0.996437055
TGIF2LX	0.996437055
WAC	0.996439169
INVS	0.996439169
CAPZA2	0.996441281
HOXC12	0.996441281
COL1A1	0.996441281
ZNF124	0.996441281
IFNB1	0.996441281
IPO11	0.996442969
PRRC2A	0.996444444
PTGS2	0.996446813
CA6	0.996450754
HSPA4	0.996451804
ZNF383	0.996451804
DERL2	0.996453901
GAS1	0.996453901
FAR2	0.996457042
CRABP2	0.996458087
KRT76	0.996458087
TPD52	0.996458087
SYCE1	0.996458087
ZNF622	0.996460177
ZNF345	0.996462264
RNF111	0.996462755
KRT39	0.996464349
SCIN	0.996467818
GRM3	0.996468511
SMC1B	0.996468927
TRIM42	0.996469204
GPD2	0.996471181
LZTFL1	0.996471626
PRSS58	0.996474736
KCTD13	0.996474736
SDCCAG8	0.996477495
LYPLA1	0.996477495
DHH	0.996480938
PI4KA	0.996487119
DENND4C	0.996488033
ZMYND8	0.996488918
TCP11	0.996489175
GABBR1	0.996489333
ZNF652	0.996489688
NOC3L	0.996490202
NPPA	0.996491228
MRPL11	0.996491228
CDX4	0.996491228
IDNK	0.996491228
GRIK2	0.996491228
HPGDS	0.996491228
PDE4B	0.996493689
ODF3B	0.996495327
CEP104	0.996497373
RBM47	0.996497373
UBE4B	0.996498341
LTBP4	0.996498736
KIF18A	0.996499417
MAML2	0.996499632
EIF3A	0.996500097
GPR88	0.996501458
KIAA1984	0.996503497
CYP2U1	0.996504854
PCDH10	0.996505024
SCNN1G	0.99650655
SNUPN	0.996507567
NPR2	0.996507567
ITGAV	0.996508075
CPNE4	0.996510275
RIMS4	0.996510952
KBTBD6	0.996510952
FBXO11	0.996511338
ETFB	0.996511628
FTSJ1	0.996511628
SPRR3	0.996511628
CIZ1	0.996512979
CTAGE4	0.996512979
SRPK1	0.99651325
LDHAL6A	0.996513655
MAP3K7	0.99651433
RNF103	0.996515679
PDCL2	0.996515679
RHBDD3	0.996515679
LZTR1	0.996518106
ABHD10	0.996518375
MYBL2	0.996518375
SLC6A5	0.996519722
TTC19	0.996521739
C9orf117	0.996521739
SLFN13	0.996522142
SPDYA	0.996523754
ACOT9	0.996523754
BBOX1	0.996523754
TOX3	0.996524157
WDR47	0.996527778
CUL9	0.996527778
IGFBPL1	0.996527778
SLC12A8	0.996528782
SLC12A5	0.996528926
RBL2	0.996529904
SYNPR	0.996534463
MED12	0.996535297
CLCA2	0.996535511
R3HCC1L	0.996535797
BCMO1	0.996535797
GABRA4	0.996537546
ARHGAP15	0.996537796
MAN2A1	0.996538295
SLC9C2	0.996538794
SAR1B	0.996539248
GSTCD	0.996539792
SMARCA1	0.996542356
SFRP4	0.996542451
HSF4	0.996543779
ZNF197	0.996543779
C19orf80	0.996543779
PHF3	0.996544276
STK17A	0.996545769
PURG	0.996547756
CDC26	0.996547756
GLS2	0.99654908
DAPK2	0.996550402
PTGDR2	0.996551724
TRMT1L	0.996553309
SIPA1	0.996556671
ACSM4	0.996557659
REEP5	0.996559633
KLHDC2	0.996559633
VPS33B	0.996560948
DOCK3	0.996563574
HMOX2	0.996563574
DDX42	0.996564482
HAPLN2	0.996565541
DALRD3	0.996567506
CMAS	0.996567506
HAO1	0.996569468
EEF1A1	0.996571429
STS	0.996575342
TYW3	0.996575342
FBLN5	0.996575342
CASP5	0.996575342
SNX21	0.996576645
CCM2	0.996577296
ACE2	0.996577296
TNFRSF21	0.996580222
ATXN2L	0.996582545
LY6G6C	0.996583144
POLE2	0.996583144
RMDN1	0.996583144
EIF3K	0.996583144
ZKSCAN8	0.996585088
BTBD7	0.996585477
CXorf21	0.996587031
PM20D2	0.996588971
C6orf170	0.996589617
MRPS23	0.996590909
ZNF710	0.996593232
CACNA1S	0.996594226
ATP2B1	0.996594611
HMGN3	0.996594779
APOA1	0.996594779
TMEM14A	0.996598639
VEGFC	0.996598639
CXorf65	0.996598639
YWHAZ	0.996599796
PSME4	0.996599857
ICOS	0.996603774
SDR9C7	0.996604414
ZNF597	0.996604414
KLK13	0.996606335
ARPC3	0.996606335
ARL14EP	0.996608253
MFAP4	0.996608253
ZNF689	0.996608253
HECW1	0.996611214
ABI1	0.996612257
NONO	0.996612721
FUT10	0.996613995
CREB3	0.996613995
IL36A	0.996613995
DUSP21	0.996613995
FNDC3A	0.99661476
ANKS6	0.996615269
RYR2	0.996615801
SLC52A3	0.996616541
GEM	0.996616723
EHF	0.996620353
TFPI2	0.996623523
ALOX5	0.996623523
ABCG8	0.996624156
LURAP1L	0.996625422
BSCL2	0.996625422
PLXNB1	0.996626371
SLC27A4	0.996626687
PCCB	0.996627319
UBE2O	0.996627319
TMEM161A	0.996627319
ZFP57	0.996627319
SETD5	0.996629543
KIF21A	0.996630295
DSE	0.996630378
ZWILCH	0.996631737
PAH	0.996631737
HTATSF1	0.996632997
MAN1C1	0.996638028
RGAG1	0.996638028
PIGN	0.996638279
BCKDK	0.996638655
MFSD11	0.996638655
IFIH1	0.996640538
ZNF608	0.996641923
CEP95	0.996645546
HADHB	0.996645903
TAPBPL	0.996646171
NT5DC3	0.996646171
AP3S1	0.996647108
MMP12	0.996648045
ITGA3	0.996648045
CCDC88A	0.996650183
LCT	0.996650718
VARS2	0.996650851
EDDM3B	0.996651786
NPM2	0.996651786
NAA25	0.996654341
BCL2L2	0.99665645
RAD51AP2	0.99665645
INTS9	0.996656761
MAPKAPK2	0.996656761
GRHL1	0.996657382
P2RY2	0.996657382
NEFL	0.996658312
SMN2	0.996659243
TUBAL3	0.996662959
UBA3	0.996663489
DTX1	0.996664196
ELAVL4	0.996666667
FAM189B	0.996668517
SDCBP2	0.996669442
CSRP2	0.996670366
PRKAR2B	0.996672213
POPDC3	0.996672213
VSIG8	0.996672213
HOXA1	0.996674058
MMGT1	0.996674058
IL1RL2	0.996674058
NCL	0.996676514
ACP6	0.996677741
BLM	0.996678477
XPO1	0.99667912
ADIPOQ	0.996681416
SEMA3A	0.996681416
VWC2L	0.996681416
CHMP2A	0.996681416
MED13L	0.996684137
WLS	0.996685083
TENM3	0.996685693
GABRA1	0.996687054
KIF23	0.996687828
CDH2	0.996687898
DDX47	0.996688742
PCGF1	0.996688742
TANGO6	0.996688742
LRIF1	0.996690568
PRKAR1A	0.996690568
NUF2	0.996692393
ID3	0.996692393
SCAMP5	0.996692393
CLK1	0.996692393
NDUFS3	0.996692393
NSRP1	0.996692393
NADKD1	0.996693304
TMEM206	0.996694215
H2AFY2	0.996694215
HSP90B1	0.996694822
LRRK2	0.996694822
PNRC2	0.996695307
ITGB3BP	0.996696035
GSDMC	0.996696035
AK1	0.996696035
CCNE2	0.996697248
PGK1	0.996697854
PMP22	0.996697854
WWP1	0.996698832
BLNK	0.99669967
DGKA	0.99669967
SPRYD4	0.99669967
ZBBX	0.99669967
ARID3B	0.99670088
RHPN2	0.996701484
ACCSL	0.996703297
SEC23A	0.996705107
ZNF497	0.996705107
GPR125	0.996706192
CETN1	0.996706915
DLG3	0.996708496
KDM6B	0.99670905
TBX20	0.996710526
GLRA1	0.996710526
OTOR	0.996710526
AGAP2	0.996711728
LRRIQ4	0.996712329
B9D1	0.996714129
FKBP5	0.996715928
CDK5RAP3	0.996715928
ACO2	0.996717724
RGS8	0.996717724
FGF23	0.996718622
LURAP1	0.996719519
MARCO	0.996721311
VIL1	0.996721311
SULT1C3	0.996721311
NOVA1	0.996723997
TDRD3	0.996724891
PINLYP	0.996724891
LGR4	0.996724891
CLN5	0.996727273
CUL7	0.996727868
SAMSN1	0.996728462
BSG	0.996728462
ZC3H7A	0.996728462
NFKB1	0.996729354
COMTD1	0.996732026
GPR141	0.996732026
PORCN	0.996735582
OR2B6	0.996735582
TMBIM4	0.996737357
MS4A4A	0.996737357
PRKD1	0.996738244
STXBP1	0.996741787
GALNT4	0.996741787
GZF1	0.996741855
COPZ1	0.996742671
CACNG6	0.996742671
PSMB4	0.996742671
AGXT2L2	0.996742671
PMS2	0.996744438
KCNJ12	0.996744792
CTLA4	0.996746204
PMAIP1	0.996749729
ZNF366	0.996750903
JPH4	0.996752075
TAS2R10	0.996753247
NEDD4L	0.996753247
MPG	0.996753247
TAS2R41	0.996753247
CRNN	0.996753247
OR4N2	0.996753247
ALG2	0.996755003
FILIP1	0.996760959
ZNF576	0.996762008
PPFIA4	0.996762257
POLR3H	0.996763754
SRSF6	0.996763754
LIMA1	0.996763754
OR6F1	0.996763754
ACTN1	0.99676637
AKAP8	0.996766893
CHMP4B	0.996767241
TNFRSF9	0.996768982
FAM206A	0.996768982
PAMR1	0.996769562
ZBTB34	0.996771218
CATSPERG	0.99677159
SRPK2	0.996773326
OR4B1	0.996774194
CBFB	0.996775234
ASZ1	0.996775927
CCNYL1	0.996775927
SLCO1B1	0.996776504
GRB2	0.996776793
ZBTB12	0.996777658
PIK3R6	0.996777658
ZNF850	0.996778523
PODXL2	0.996779388
USP26	0.996779964
CISD2	0.996781116
KCNK10	0.996781116
HHATL	0.996782842
KIF20B	0.996784074
FAM135B	0.996784096
COMMD3	0.996784566
SHISA5	0.996784566
OR4K14	0.996784566
OR8B12	0.996784566
NPAS2	0.996785427
CDH24	0.996785599
MTSS1	0.996785714
ITFG3	0.996786862
RBP4	0.996788009
SHQ1	0.9967903
UBE3B	0.996790872
P4HTM	0.996791444
KIAA1239	0.996791444
ZSWIM3	0.996792587
SSRP1	0.99679373
KCNH8	0.996794872
OR5AN1	0.996794872
ZFYVE16	0.996795805
ARNT	0.996797609
TMEM64	0.996797609
COBLL1	0.99679803
FSCN3	0.996798292
WNT8B	0.996798292
OR10K2	0.996798292
MED4	0.9968
PIBF1	0.996800569
CCT5	0.996801706
TMCO6	0.996801706
NRXN2	0.99680341
GPR75-ASB3	0.99680341
GRB10	0.996804431
FAM91A1	0.996805112
CHST10	0.996805112
KRT12	0.996805112
TMED6	0.996805112
OR6C2	0.996805112
OR6C68	0.996805112
OR6X1	0.996805112
AMPD2	0.996806812
ZNF470	0.996806812
CCDC19	0.996806812
ERRFI1	0.996807152
ADAL	0.996808511
FAM98C	0.996808511
FNIP2	0.996811902
VPS13D	0.996812518
ATP7A	0.996813031
TRAF5	0.996813595
TAAR2	0.996815287
OR4E2	0.996815287
TRIM21	0.996816976
ABCB1	0.996817314
DGCR8	0.996817625
YY1	0.996818182
C12orf60	0.996818664
ADD1	0.99682035
CTNNBL1	0.996822034
COG7	0.996822034
SLC12A4	0.996822034
TNFSF11	0.996822515
TNR	0.996824053
NOS3	0.996825397
PTPN1	0.996825397
PIGS	0.996825397
DHX30	0.996825397
HEATR1	0.996826236
GSPT2	0.996826516
RINL	0.996827076
CNOT1	0.996827914
CSF3R	0.996828753
KCNK16	0.996828753
KCNJ11	0.996828753
CAV1	0.996828753
CORO2A	0.996830428
ANP32E	0.996832101
SPATA7	0.996832101
GTF2H3	0.996832101
ADAMTS19	0.99683277
SLC38A1	0.996833216
ISOC2	0.996835443
C3orf22	0.996835443
MAMLD1	0.996836555
CEP250	0.996836644
SMCR7L	0.996837111
GRIN2B	0.996838111
EIF1B	0.996838778
NMT2	0.996838778
HES4	0.996842105
ORC5	0.996842105
RPF2	0.996842105
WNT11	0.996842105
GPR34	0.996843766
DCHS1	0.996846632
GCC2	0.996846782
MEI1	0.996847912
GOLGA5	0.996848739
CAMKV	0.996849842
PTX3	0.996850394
DAPK1	0.996850394
DROSHA	0.996851385
CNRIP1	0.996853697
KIF15	0.996856005
IQSEC2	0.996858639
CDA	0.996861925
RNF13	0.996861925
ZNF623	0.996861925
PLEKHH2	0.996862862
AEBP2	0.996863565
SYTL2	0.996863565
FAM167B	0.996865204
GRIK4	0.996865204
MRPL34	0.996865204
OR6C6	0.996865204
PPP1R9A	0.996865818
CAP2	0.996866295
CHD3	0.996866912
CHCHD6	0.996868476
ISCA2	0.996868476
FBXO28	0.996869821
GATAD2B	0.99687011
HNRNPUL2	0.996873168
CACNG3	0.996875
NANOS3	0.996875
TENC1	0.996875
OR8U8	0.996875
OR8K1	0.996875
DYNC2H1	0.996877556
ADAM9	0.996878252
TSEN54	0.996878252
SMAD2	0.996878793
IMP4	0.996881497
PNMT	0.996881497
HDAC3	0.996884735
GPR108	0.996884735
COL10A1	0.996884735
OR52W1	0.996884735
OR2AT4	0.996884735
HCN1	0.996887967
WHSC1L1	0.99688958
CXCR7	0.996891192
RC3H2	0.996898423
BLCAP	0.996900826
STX8	0.996900826
PGD	0.996900826
SFRP2	0.996904025
GTF3C2	0.996905621
NKX2-2	0.996905621
COL3A1	0.996906278
PSMD2	0.996907216
GDF2	0.99690881
YIPF2	0.996910402
MZF1	0.996910402
C12orf71	0.996910402
B4GALT3	0.996911992
PHF23	0.996911992
CLIP1	0.996912521
TAS2R40	0.99691358
LRRC69	0.99691358
SLC39A10	0.996914176
ASCC1	0.996915167
FGB	0.996916752
LCK	0.996916752
SP5	0.996918336
CSRNP3	0.996918863
SNX25	0.996919918
GRIA3	0.996920115
MCTP1	0.996924654
SOX11	0.996924654
HMGN2	0.996925442
FAM83B	0.996925566
SYNJ2BP	0.99692623
TWISTNB	0.996927017
NKAIN2	0.996929376
LIM2	0.996929376
RALGPS1	0.996929376
ACIN1	0.996930632
METTL3	0.996930946
KCNV1	0.996931469
CCDC108	0.99693356
GMCL1	0.996935649
IPP	0.996939088
CHEK1	0.996940857
TMED8	0.996941896
PSMB7	0.996941896
FOXO3	0.996942746
RABEP1	0.996943065
HIBADH	0.99694501
SF3A1	0.99694501
C16orf78	0.99694501
ZNF726	0.99694501
ZNF692	0.996946565
ZNF277	0.996946565
ANKRD1	0.996946565
GIMAP4	0.996946565
RMND5A	0.996947083
ABHD16A	0.996948118
NMRK1	0.996948118
OR2AG1	0.996948118
TAF5L	0.99695122
RASSF3	0.99695122
GINS4	0.996954315
M6PR	0.996955198
MMP26	0.996957404
CYP27B1	0.996958946
TNFRSF17	0.996960486
BPIFC	0.996960486
TTBK1	0.996962245
TRAF4	0.996963563
IPO5	0.996964587
COL6A3	0.996965099
CDC42BPG	0.996966633
DGKH	0.996966633
LDLRAD3	0.996966633
RLN1	0.996966633
PPIP5K2	0.996969123
FAM175B	0.996969697
TTC24	0.996969697
NPAS4	0.996973366
KCNT2	0.996975806
DTD2	0.996975806
FKBP1B	0.996978852
KDM1A	0.996980879
DCK	0.996981891
MFF	0.996981891
USP33	0.996983759
IWS1	0.996985934
AP1S2	0.996986439
RPSA	0.996987952
CDK5RAP1	0.996987952
SLC6A11	0.996990973
UTP6	0.996992481
OGN	0.996992481
EHBP1	0.996993385
SLC22A13	0.996993988
PAXBP1	0.996993988
SDHAF1	0.996996997
GABRQ	0.996996997
RHOH	0.997
PNO1	0.997001499
SPATS1	0.997002997
NASP	0.997002997
NAA11	0.997005988
CCDC24	0.997005988
STON2	0.997006735
B4GALT2	0.997007481
ADIPOR1	0.997007481
TEX2	0.99700778
COMMD3-BMI1	0.997007979
VPS8	0.997008377
FCRLA	0.997008547
MSR1	0.997008973
ODF1	0.997008973
WNK1	0.997009825
DCLK1	0.997011952
CRP	0.99701344
IPO13	0.99701344
MOGAT2	0.997014925
RAPSN	0.997014925
KLF5	0.997015816
GBP1	0.997017893
TMEM57	0.997019868
DNAJB8	0.997020854
PGLS	0.997020854
NUBPL	0.99702381
TMEM74B	0.99702381
C7orf61	0.99702381
OR2AK2	0.99702381
BAI2	0.9970244
PUM1	0.997026022
EQTN	0.997026759
GREB1L	0.997026759
ZNF346	0.997027741
MEPCE	0.997028722
FRA10AC1	0.997028722
PCGF6	0.997029703
LRRN2	0.997030683
DBNDD1	0.997031173
UBE4A	0.997032152
ZNF583	0.997032641
KIF11	0.997034401
SCN2A	0.997034401
CTNNB1	0.99703504
FGGY	0.997035573
WNT2B	0.9970385
UBE2D3	0.997039961
EAF2	0.99704142
IBTK	0.997042964
HEBP2	0.997044335
GNPDA2	0.99704579
TEX35	0.997047244
TRAIP	0.997047244
ZBTB8B	0.997048697
KIAA0430	0.997049012
QSER1	0.99704918
PPP1R9B	0.997050147
TAAR1	0.997050147
IVNS1ABP	0.997052321
C18orf32	0.997053045
HS6ST3	0.997055435
ADAM23	0.9970569
L3MBTL1	0.997058824
C1orf56	0.997060265
GRM1	0.997064579
HK3	0.997065536
ZNF256	0.997066015
SPRED2	0.997066732
HOXB1	0.997067449
TCEAL7	0.997067449
C2orf78	0.997067449
RAD54B	0.997068404
FKRP	0.997069359
SNX18	0.997071412
PTPRB	0.997071872
DLL4	0.997075168
XRN2	0.997075168
DNAH12	0.997076023
KLHL13	0.997076973
AFTPH	0.997077448
UCHL1	0.99707887
ECM1	0.997080292
GFAP	0.997080765
NDUFB5	0.997081712
GDF7	0.997081712
ALDH1A1	0.997083131
DKKL1	0.997084548
ARPC4-TTLL3	0.997084548
TSPYL5	0.997087379
FCN3	0.997090204
SENP2	0.997090204
UPB1	0.997090204
TIGIT	0.997090204
PPP1R35	0.997093023
OR4K17	0.997093023
GNB2L1	0.997095837
SLFNL1	0.997098646
EXOSC7	0.997098646
CPD	0.997100649
DEGS1	0.997101449
HIRIP3	0.997101449
PANK3	0.997103315
OPN3	0.997105644
HOXA5	0.997105644
ZNF573	0.997105644
CDH5	0.997106342
KIF16B	0.997106481
ZFP41	0.99710704
NARS2	0.997107438
IRX4	0.997109827
INSM1	0.997109827
BICC1	0.997110754
SUGP1	0.997111218
PLCG1	0.997111496
NPR3	0.997114592
NUP107	0.997115385
STRADA	0.997116771
OTUD5	0.997116771
PDZRN3	0.997117463
TPPP3	0.997118156
DTNB	0.997118156
NDRG4	0.99712
CCDC70	0.997120921
METTL25	0.997120921
FPGT	0.997121346
POM121C	0.997121474
DDR1	0.997121842
THBS3	0.997123682
HERPUD1	0.997124935
PROL1	0.997126437
GZMK	0.997129187
TRAF1	0.997129187
PAQR7	0.997129971
CIAPIN1	0.997131931
ZSWIM4	0.997131931
NSMCE2	0.997131931
C1orf65	0.997131931
BCL6B	0.997132205
ADH7	0.997133301
TMEM115	0.99713467
BTBD1	0.99713467
ZNF699	0.99713467
C11orf52	0.99713467
NELL2	0.997136494
RNF113B	0.997137405
LRRTM1	0.997137405
SETMAR	0.99713877
EMC7	0.997140133
TNNI1	0.997140133
MED7	0.997142857
PINX1	0.997142857
FCER1A	0.997145576
EIF2A	0.997145576
TREM2	0.997145576
EIF5B	0.997147611
ABI3	0.997148289
FUNDC1	0.997148289
PCDHAC2	0.997148831
EPHB3	0.997148967
BAI3	0.997148967
MROH9	0.997150095
SALL2	0.997150997
PPWD1	0.997152349
CHD1	0.9971546
SLCO2A1	0.997156398
ATOH7	0.997156398
CADM4	0.997156398
NPTN	0.997157072
TTLL13	0.997159091
AIFM1	0.997161779
GCH1	0.997161779
C10orf107	0.997161779
LHFPL5	0.997164461
KIAA0317	0.997166604
GOLPH3	0.997167139
HAUS1	0.997167139
ZNF189	0.99716803
ASTN2	0.997168476
SPRY2	0.997168476
PIWIL2	0.997170345
PROK2	0.997171146
CDKN1A	0.997171146
RHOC	0.997172479
KDM2B	0.997172479
PDILT	0.997175141
CEP70	0.997175141
SLC38A4	0.997176471
PAQR3	0.997176736
CCDC132	0.997176736
XRCC6	0.997177799
VGLL1	0.997177799
WDR6	0.997181113
ITIH2	0.997181334
MOSPD2	0.997181334
LMX1A	0.997182217
GNAT3	0.997183099
SLC39A7	0.99718442
CLCN2	0.997184861
DNAH6	0.997185521
PSMA4	0.997185741
RPLP0	0.997185741
NEK10	0.997185741
RARS	0.997185741
C2orf73	0.997185741
KIF22	0.997188379
ULK2	0.997188906
WDFY3	0.997188987
TMEM33	0.997190134
BAK1	0.997191011
SPIN4	0.997191669
FSHR	0.997193639
VPS25	0.997193639
NAT8	0.997193639
AHCY	0.997194951
FNBP1L	0.997195738
TLX3	0.997196262
HEATR5B	0.997197227
FAM3B	0.99719888
MTFP1	0.99719888
DDA1	0.99719888
CCDC111	0.99719888
CHRDL1	0.997199751
LMOD2	0.997201493
ZNF133	0.997201493
PDZD9	0.997201493
CNTN4	0.997202362
TPP2	0.997202496
PDCL3	0.997204101
TRIM33	0.997204867
FRMD5	0.997205403
TMEM56	0.997205882
MSX2	0.997206704
GSTZ1	0.997206704
METTL7A	0.997206704
CXorf38	0.997206704
LCP1	0.997207484
SH3GL2	0.997208931
PEX11G	0.997209302
FATE1	0.997209302
PNPLA6	0.997211248
PIAS1	0.997211896
DNASE1L3	0.997211896
GNL3L	0.997211896
OMD	0.997211896
ZNF7	0.997211896
SMARCAD1	0.997212266
HOMEZ	0.997213622
GPX5	0.997214485
PRPS1L1	0.997214485
FNIP1	0.997216208
OSBP2	0.997217069
MTL5	0.997217069
LMBRD2	0.997219648
COPB1	0.997220506
ACTR8	0.997223079
RTN1	0.997223936
ERCC1	0.997224792
ZNF639	0.997227357
TTI2	0.997227357
GPRC5D	0.997227357
PLCD4	0.997227357
CTNNA3	0.997228211
DNM3	0.997229551
DYRK3	0.997229917
RAB25	0.997229917
BIN1	0.997229917
UBR3	0.997232008
ZNF429	0.997232472
GPHN	0.997233323
BCCIP	0.997235023
KLRF1	0.997235023
PIGQ	0.997235023
ITGA8	0.997238417
CSNK1G3	0.997239476
LXN	0.99724011
MAN2C1	0.99724011
YOD1	0.997240708
ATP2B2	0.997241062
MRPL39	0.997242647
DNAJB7	0.997242647
BDKRB1	0.997242647
VPS41	0.997245179
RBM26	0.997245938
ZNF544	0.997249389
HAX1	0.997250229
MAN1A1	0.997250229
PSMD3	0.997251489
SYNE3	0.997251908
IDH1	0.997254005
DBX1	0.99725777
NEFM	0.997258605
CILP	0.997259022
SLC22A4	0.997260274
TOR1B	0.997260274
SCN3A	0.997261474
SNRPA	0.997262774
IL16	0.997264646
SESN3	0.997265069
PTMA	0.997265269
SSR2	0.99726776
RXFP1	0.99726776
ITGB1BP1	0.997270246
GNB4	0.997272019
LYSMD2	0.997272727
SBSPON	0.997274143
MPL	0.997276029
FBXO30	0.997277677
KLK11	0.997277677
NR4A2	0.997279323
ALG5	0.997280145
CBL	0.997280453
DLL1	0.997280967
OTX2	0.997282609
NF1	0.997284174
DOCK11	0.997284249
WASL	0.997284453
HERC4	0.997284453
MIER1	0.99728605
GPR62	0.997287523
TIMELESS	0.997288136
KDM3B	0.99728834
SMARCA2	0.99728834
SLC26A8	0.997289157
NT5C1A	0.997289973
NKX6-1	0.997289973
EIF6	0.997289973
SLC2A4	0.997292419
SMEK2	0.99729303
FAM160A2	0.997293233
ZNF829	0.99729364
SMARCA5	0.997295048
BRD7	0.997296079
KIAA1109	0.997296775
RPL13A	0.997297297
PTPRM	0.997297784
ENC1	0.997298982
LRRC23	0.997302158
ZNF524	0.997302158
KATNBL1	0.997302505
SPATA17	0.997307002
DGCR2	0.997307002
CDK2AP1	0.997307002
GINS3	0.997307002
SLC41A1	0.997309603
JUN	0.997310221
KPNA1	0.997313834
TST	0.997314235
MILR1	0.997314235
CLIP3	0.997315036
C1QTNF3	0.997315436
BTF3	0.997316637
DPYD	0.997317836
MAD2L2	0.997319035
RGL2	0.997319035
